Source_ID,Nom,Methode,URL,Pays_Defaut,Secteur_Defaut,Type_Defaut,Active,Derniere_Collecte,Statut
ADAPT-FUND,Fonds d'adaptation - subventions climat,RSS,https://www.adaptation-fund.org/feed,International,Environnement et climat,Subvention,NON,,Verifie le 2026-09-02 par collecte reelle : 0 sur 10 items sont de vraies opportunites. Recits de projets et lecons apprises. Flux d ACTUALITES : inactive pour ne pas diluer la veille. Le client peut la reactiver.
AFRILABS-NEWS,AfriLabs - actualites et partenariats,RSS,https://www.afrilabs.com/feed,Afrique (multi-pays),Numerique et technologie,,NON,,Verifie le 2026-09-02 par collecte reelle : 0 sur 10 items sont de vraies opportunites. Annonces de partenariats. Flux d ACTUALITES : inactive pour ne pas diluer la veille. Le client peut la reactiver.
PROPARCO-NEWS,Proparco - actualites investissements,RSS,https://www.proparco.fr/rss.xml,International,Finance,Investissement,NON,,"Verifie le 2026-09-02 par collecte reelle : 5 sur 10 items sont de vraies opportunites. Les 5 retenues sont des communiques contenant le mot financement, pas des appels : faux positifs. Flux d ACTUALITES : inactive pour ne pas diluer la veille. Le client peut la reactiver."
ACBF-NEWS,Fonds africain de capacitation - actualites,RSS,https://www.acbf-pact.org/news/feed,Afrique (multi-pays),Gouvernance et institutions,,NON,,Verifie le 2026-09-02 par collecte reelle : 0 sur 10 items sont de vraies opportunites. Communiques institutionnels. Flux d ACTUALITES : inactive pour ne pas diluer la veille. Le client peut la reactiver.
AU-NEWS,Union africaine - actualites officielles,RSS,https://www.au.int/rss.xml,Afrique (multi-pays),Gouvernance et institutions,,NON,,"Verifie le 2026-09-02 par collecte reelle : 1 sur 10 items sont de vraies opportunites. Communiques officiels, dont certains remontent a 2019. Flux d ACTUALITES : inactive pour ne pas diluer la veille. Le client peut la reactiver."
UNHABITAT-NEWS,ONU-Habitat - actualites et appels,RSS,https://www.unhabitat.org/rss.xml,International,Infrastructures et BTP,,NON,,Verifie le 2026-09-02 par collecte reelle : 0 sur 10 items sont de vraies opportunites. Actualites urbaines et formulaires d inscription a des evenements. Flux d ACTUALITES : inactive pour ne pas diluer la veille. Le client peut la reactiver.
ADB-NEWS,Banque asiatique de developpement - actualites,RSS,https://www.adb.org/rss.xml,Asie,Finance,Investissement,NON,,"Verifie le 2026-09-01 : feed RSS actif (114ko, 10 items). Actualites et opportunites. Hors zone CEDEAO : inactive par defaut."
WELLCOME-GRANTS,Wellcome Trust - programmes de financement recherche,HTML:wellcome.org,https://wellcome.org/research-funding/schemes,International,Sante,Subvention,OUI,,"Verifie le 2026-09-01 : 13 programmes de financement (Discovery Awards, Early-Career, Career Development, Springboard, etc.). JSON embarque dans la page avec statut, deadline, montant. 4 ouverts, 7 fermes, 2 any-time."
GC-GRANTS,Grand Challenges Gates Foundation - opportunites de financement,HTML:grandchallenges.org,https://www.grandchallenges.org/grant-opportunities,International,Sante,Subvention,OUI,,"Verifie le 2026-09-01 : JSON embarque dans __NEXT_DATA__ avec 3 defis actifs (Pathogen Sequencing, Micronutrient Status, Keystone Symposia). Dates UNIX, domaine, lien de candidature. Filtrage par date_end > maintenant."
J360-NEWS,J360 - actualites marches publics et achats publics,RSS,https://www.j360.info/en/news/rss/,International,Gouvernance et institutions,Actualites,NON,,"Verifie le 2026-09-02 par collecte reelle : 37 sur 55 items sont de vraies opportunites. Blog editorial sur les marches publics, archives depuis 2016. Les 37 retenues parlent DE marches publics, elles n en sont pas. Flux d ACTUALITES : inactive pour ne pas diluer la veille. Le client peut la reactiver."
UNICEF-SUPPLY,UNICEF Supply Division - tender calendars,HTML:unicef.org/supply,https://www.unicef.org/supply/tender-calendars,International,Sante,Appel d'offres,OUI,,"Verifie le 2026-09-01 : page principale avec 4 PDFs (Education, Medical Devices, Medicines, Nutrition) et 3 sous-pages HTML (SIE, Vaccines, WASH). 10 entrees extraites. Calendriers indicative, dates a verifier sur chaque sous-page."
FUNDPILOTE-API,Fundpilote - subventions et appels a projets (agregateur),JSON:fundpilote.com,https://fundpilote.com/api/v1/opportunities/,International,,Subvention,OUI,,"Verifie le 2026-09-02 : API publique SANS authentification (200, count=283, 20 par page). 15 ouvertes sur 20 en page 1, aucune expiree. AGREGATEUR : reindexe 227 bailleurs, a traiter comme une piste, pas comme une source primaire. La reponse anonyme ne porte NI application_url NI source_url : le lien est bati depuis l id (/opportunities/<id>)."
EU-PORTAL,Commission europeenne - appels a propositions et marches,JSON:ec.europa.eu,https://api.tech.ec.europa.eu/search-api/prod/rest/search?apiKey=SEDIA&text=***&pageSize=100&pageNumber=1,International,,Appel a projets,OUI,,"Verifie le 2026-09-02 : 2314 appels ouverts ou a venir, 92 retenus par page, TOUS a echeance future. Inclut EuropeAid (type 2), la cooperation au developpement ou le Benin est pleinement eligible. POST multipart avec type de contenu declare PAR PARTIE : toute autre forme rend 200 en IGNORANT le filtre. Tri decroissant car un appel en deux etapes porte plusieurs echeances et le tri croissant retient la plus ancienne."
GRANTS-GOV,Grants.gov - subventions federales americaines,JSON:grants.gov,https://api.grants.gov/v1/api/search2,International,,Subvention,OUI,,"Verifie le 2026-09-02 : 1034 subventions ouvertes, 100 par page, 82 datees a echeance future. 31 mentionnent l Afrique, dont U.S.-Africa Strategic Investment Program. RESERVE A DIRE AU CLIENT : la plupart des subventions federales exigent un enregistrement SAM.gov d entite americaine. Certaines - Departement d Etat, USAID - acceptent les organisations etrangeres, mais l eligibilite se verifie avis par avis."
GIZ-VERGABE,GIZ - marches de la cooperation allemande,HTML:giz.de,https://ausschreibungen.giz.de/Satellite/company/welcome.do?method=showTable&fromSearch=1&selectedTablePagePROJECT_RESULT={page},International,,Appel d'offres,OUI,,"Verifie le 2026-09-02 : 224 avis sur 12 pages, sans authentification. 91 sont ouverts et dates ; les 133 autres sont des marches deja attribues (Vergebener Auftrag) ou des avenants, ecartes par l'analyseur - meme decision que pour les Contract Award de la Banque mondiale. 16 avis nomment un pays africain, dont 6 en Afrique de l'Ouest (Burkina, Senegal, Ghana, Nigeria), certains rediges en francais. Source PAGINEE : le {page} de l'URL est remplace page apres page jusqu'a MAX_ITEMS_PER_SOURCE. Page servie en ISO-8859-1, decodee d'apres l'en-tete. Les dates sont en JJ.MM.AAAA et converties a la main : 02.09.2026 lu par new Date() vaut le 9 fevrier."
NE-MARCHES,Niger Marches - appels d offres,JSON:nigermarches.com,"https://www.nigermarches.com/wp-json/wp/v2/appel_d_offre?per_page=100&page={page}&_fields=id,link,title,date,acf",Niger,,Appel d'offres,OUI,,"Verifie le 2026-09-02 : 668 avis, API WordPress publique sans authentification, 20 sur 20 avec une date d'expiration. Les champs ACF donnent l'echeance (date_expiration) et l'acheteur reel (nom_de_la_societe) : NDE, AMF-UMOA, Medecins Sans Frontieres, GIZ Niger. On lit l'API et non la page : la page est construite par Elementor et ses classes changent a chaque theme. Le _fields de l'URL divise le volume par vingt - ne pas le retirer. Source PAGINEE."
EF-OFFRES,Expertise France - consultations et expertises,HTML:expertise-france.gestmax.fr,https://expertise-france.gestmax.fr/search/index/page/{page},International,,Appel d'offres,OUI,,"Verifie le 2026-09-04 : 144 offres, dix par page, quinze pages, rendues cote serveur. Rare par sa richesse : chaque carte porte le PAYS de l'annonce, le secteur declare et une vraie date limite de candidature. L'agence francaise publie ici ses consultations autant que ses postes - le ""Recrutement d'une agence de communication, Benin"" est un marche. Les contrats CDD/CDDU/CDI/stage sont ranges en Recrutement ; ""Contrat de prestation de services"" n'est PAS traduit, il recouvre l'expert individuel comme l'agence. Source PAGINEE."
AFD-DGMARKET,AFD - avis de marches sur dgMarket,MANUAL,https://afd.dgmarket.com/tenders/brandedNoticeList.do,International,,Appel d'offres,NON,,"Verifie le 2026-09-04 : la liste EXISTE et est riche - pays, titre, date de publication et date limite par avis, rendus cote serveur. Mais le portail impose une poignee de main de session : il pose digi_session_id=UNASSIGNED puis renvoie vers web3-login.dgmarket.com pour l'echanger, sur un second domaine. Une requete simple, meme avec les cookies de la premiere, repond 302. Simuler cette ouverture de session reviendrait a rejouer un login : le produit ne se bat pas contre les sites qui en exigent un. Et les dossiers d'appel d'offres eux-memes demandent une adhesion dgMarket. Consultable a la main, gratuitement : voir le guide AFD joint au catalogue. Livree MANUAL et inactive."
PLAN-TENDERS,Plan International - appels d offres,HTML:plan-international.org,https://plan-international.org/calls-tender/,International,,Appel d'offres,OUI,,"Verifie le 2026-09-04 : 8 appels actifs, tous dates ET tous avec leur dossier telechargeable - la premiere source qui remplit la colonne PDF. Un appel beninois en cours (006/Plan Int'l BEN/CO/CD/Aout 2026). Pas de page par appel : les huit vivent sur la meme, le lien mene donc a la liste et c'est le dossier qui est propre a chacun. Echeances en prose anglaise (no later than Friday, 28th August 2026) : la tournure et le rang ordinal ont ete ajoutes a extractDeadline le meme jour."
JOBRELAIS,JobRelais - appels d offres (Benin),HTML:jobrelais.com,https://www.jobrelais.com/opportunities/call-for-tenders,Benin,,Appel d'offres,OUI,,"Verifie le 2026-09-04 : 12 avis par page, 27 pages, de vrais avis ouest-africains (BCEAO, GIZ, Plan International Benin, LuxDev, Amnesty). PREMIERE SOURCE LUE EN DEUX TEMPS : sa liste ne porte aucune echeance - pour toute date, 'il y a 3 mois' - mais chaque fiche porte un JSON-LD propre avec validThrough. Le moteur lit donc la liste, puis les fiches manquantes, dans la limite de MAX_FICHES_PAR_PASSAGE. Une annonce qu'on n'a pas pu dater n'entre pas : pour cette source, sans date veut dire fiche non lue, pas avis sans echeance. AGREGATEUR : GIZ, Plan International et la BCEAO sont aussi collectes a la source."
UNGM-CEDEAO,UNGM - marches des agences de l'ONU (CEDEAO),HTML:ungm.org,https://www.ungm.org/Public/Notice/Search,Afrique de l'Ouest,,Appel d'offres,NON,,"Verifie le 2026-09-04 : 15 avis par page, au moins 15 pages, TOUS dates, filtres sur les quinze pays de la CEDEAO. Les acheteurs sont les agences elles-memes - FAO, UNICEF, IOM, ILO, UNDP, UNFPA, UNHCR, UNOPS, WFP, WHO, UNIDO, Secretariat de l'ONU : neuf ne sont couverts par aucune autre source du registre. PREMIERE SOURCE HTML SERVIE PAR UN POST : la page /Public/Notice ne rend aucun avis, la liste arrive d'un POST sur /Public/Notice/Search qui repond par des rangees HTML, et la pagination se fait par PageIndex dans le corps (PageSize plafonne a 15 par le serveur). LIVREE INACTIVE POUR UNE SEULE RAISON, MESUREE : UNGM repond 403 des que l'agent utilisateur porte le suffixe TenderPilot/1.0, et 200 a la meme chaine sans ce suffixe. Ce n'est ni Cloudflare ni un defi - un filtre IIS sur la chaine d'agent. Retirer le suffixe reviendrait a ne plus s'identifier : c'est une decision du proprietaire du produit, pas un choix technique, et elle n'a pas ete prise. L'analyseur et la forme de requete sont ecrits, testes sur fixture des deux cotes, et n'attendent qu'un OUI."
